-4984989992916554530,-8245294039285914547,-3936351946567349876
-4984989992916554530,-8245294039285914547,3504400194970392123
-4984989992916554530,-8245294039285914547,8062777527780574080
-4984989992916554530,-7664575919009161783,-6587973745188032758
-4984989992916554530,-7664575919009161783,-4844004021289194339
-4984989992916554530,-7664575919009161783,-3547086692123513486
-4984989992916554530,-7664575919009161783,-3356921545805561179
-4984989992916554530,-7664575919009161783,-1665476623543057308
-4984989992916554530,-7664575919009161783,2167406671477498560
-4984989992916554530,-7664575919009161783,7260097723608384846
-4984989992916554530,-7664575919009161783,8030448590711053953
-4984989992916554530,-7664575919009161783,8808708802316985609
-4984989992916554530,-7477095718402351941,1790203828897412174
-4984989992916554530,-7477095718402351941,3903888821519999856
-4984989992916554530,-7477095718402351941,7243403701740474202
-4984989992916554530,-6724116679152634675,-3563721166953166544
-4984989992916554530,-6718397510792506527,-7477095718402351941
-4984989992916554530,-6712181548603235929,-4038654625047978967
-4984989992916554530,-6712181548603235929,2428501825652798864
-4984989992916554530,-6712181548603235929,8352365996126492689
-4984989992916554530,-6587973745188032758,3395139370452749603
-4984989992916554530,-6159045481722631570,-3148587813540745735
-4984989992916554530,-6159045481722631570,4314752199255284180
-4984989992916554530,-6159045481722631570,6438031300519529311
-4984989992916554530,-5740035840991409963,-8400870225798284392
-4984989992916554530,-5740035840991409963,-2545701815985158671
-4984989992916554530,-5740035840991409963,254955506365860088
-4984989992916554530,-5704310378188896636,-6724116679152634675
-4984989992916554530,-5704310378188896636,-6718397510792506527
-4984989992916554530,-5704310378188896636,-2718480194602313886
-4984989992916554530,-5704310378188896636,-509523427867964237
-4984989992916554530,-5704310378188896636,1300932150387096651
-4984989992916554530,-5704310378188896636,1900574274108674444
-4984989992916554530,-5704310378188896636,2915819680419736941
-4984989992916554530,-5704310378188896636,3905708314174273721
-4984989992916554530,-5704310378188896636,4298802810826710257
-4984989992916554530,-5704310378188896636,7198206769171905375
-4984989992916554530,-5563786809883265801,-1778432848909533300
-4984989992916554530,-5528369237006535691,-6581420717051992954
-4984989992916554530,-5528369237006535691,8601169991115257833
-4984989992916554530,-5469480936545487331,-5528369237006535691
-4984989992916554530,-5469480936545487331,299190306611377344
-4984989992916554530,-4844004021289194339,-7994885682933396866
-4984989992916554530,-4844004021289194339,8357243045005751605
-4984989992916554530,-4618877643739666673,-6933187280919291171
-4984989992916554530,-4618877643739666673,-4171171666904179399
-4984989992916554530,-4618877643739666673,-2728957614324182567
-4984989992916554530,-3785972660251538371,4463963616683455587
-4984989992916554530,-3785972660251538371,4946762926484656291
-4984989992916554530,-3785972660251538371,6122593402560008520
-4984989992916554530,-3735095441914308110,-7407954698964444862
-4984989992916554530,-3735095441914308110,8101211860066252494
-4984989992916554530,-3735095441914308110,8502622488823330385
-4984989992916554530,-3563721166953166544,-5606343762975142431
-4984989992916554530,-3563721166953166544,4290932610078609406
-4984989992916554530,-3563721166953166544,6678873376460457560
-4984989992916554530,-3547086692123513486,1382083639457743645
-4984989992916554530,-3356921545805561179,1795648034522507961
-4984989992916554530,-3164420653495600516,-6159045481722631570
-4984989992916554530,-3045991119192094677,-1259737244041208961
-4984989992916554530,-3045991119192094677,3633689658625997929
-4984989992916554530,-2718480194602313886,-4618877643739666673
-4984989992916554530,-2059542657488650831,9193657134188990073
-4984989992916554530,-2038558971735752957,-858829668928450435
-4984989992916554530,-1778432848909533300,-1034319426835232373
-4984989992916554530,-1778432848909533300,-584848336876854560
-4984989992916554530,-1778432848909533300,3416482125268682494
-4984989992916554530,-1665476623543057308,-8245294039285914547
-4984989992916554530,-1259737244041208961,6951377742300317818
-4984989992916554530,-858829668928450435,-4938216784332175596
-4984989992916554530,-858829668928450435,-872974404896744259
-4984989992916554530,-858829668928450435,6918623650947954905
-4984989992916554530,-509523427867964237,1548119978371453716
-4984989992916554530,-201684487913806979,-6898913786087333096
-4984989992916554530,-201684487913806979,-4394734903364541754
-4984989992916554530,-201684487913806979,-3750135008545534206
