-4984989992916554530,-114023380398472282,-201684487913806979
-4984989992916554530,477902,97852173220330849
-4984989992916554530,97852173220330849,-7664575919009161783
-4984989992916554530,97852173220330849,-7493879781247870980
-4984989992916554530,97852173220330849,-5704310378188896636
-4984989992916554530,97852173220330849,-5469480936545487331
-4984989992916554530,97852173220330849,-3045991119192094677
-4984989992916554530,97852173220330849,449383084803484016
-4984989992916554530,97852173220330849,898389303588002037
-4984989992916554530,97852173220330849,4302173956447455508
-4984989992916554530,299190306611377344,-6712181548603235929
-4984989992916554530,449383084803484016,3827810133760932885
-4984989992916554530,449383084803484016,4868974815329489521
-4984989992916554530,898389303588002037,-5563786809883265801
-4984989992916554530,898389303588002037,-3164420653495600516
-4984989992916554530,898389303588002037,-2635178950843515987
-4984989992916554530,898389303588002037,-2059542657488650831
-4984989992916554530,898389303588002037,-2038558971735752957
-4984989992916554530,898389303588002037,-114023380398472282
-4984989992916554530,898389303588002037,131701307542550306
-4984989992916554530,898389303588002037,3943100023031105478
-4984989992916554530,898389303588002037,8193355629694250495
-4984989992916554530,898389303588002037,8937643816846710687
-4984989992916554530,898389303588002037,9017170972479472225
-4984989992916554530,943319616705753057,-2780995210309162824
-4984989992916554530,943319616705753057,-1685943599302825266
-4984989992916554530,943319616705753057,6675266648631592000
-4984989992916554530,1300932150387096651,1473831525559290285
-4984989992916554530,1382083639457743645,-6032169815557624160
-4984989992916554530,1382083639457743645,5660261491459560716
-4984989992916554530,1382083639457743645,6154105854091656092
-4984989992916554530,1473831525559290285,-828797372020540634
-4984989992916554530,1473831525559290285,-61249074443084980
-4984989992916554530,1473831525559290285,7083713860784480479
-4984989992916554530,1548119978371453716,-7360721169812358220
-4984989992916554530,1548119978371453716,-5818281295648147116
-4984989992916554530,1548119978371453716,4140498000165488890
-4984989992916554530,1795648034522507961,-7077511563430597133
-4984989992916554530,1795648034522507961,4330396944121761452
-4984989992916554530,1795648034522507961,7520624496442797492
-4984989992916554530,1900574274108674444,4894246285503085178
-4984989992916554530,2167406671477498560,2407965949575595620
-4984989992916554530,2407965949575595620,-6511648130649024668
-4984989992916554530,2407965949575595620,-344731175835438300
-4984989992916554530,2407965949575595620,4042944782461591221
-4984989992916554530,2915819680419736941,943319616705753057
-4984989992916554530,3204399116124813528,-1298475964061756285
-4984989992916554530,3204399116124813528,1838795530111314261
-4984989992916554530,3204399116124813528,7415399642753972282
-4984989992916554530,3395139370452749603,-270018522342251989
-4984989992916554530,3395139370452749603,4085158238890078529
-4984989992916554530,3395139370452749603,7443409396544428198
-4984989992916554530,3486066980829763236,-5680991908900607033
-4984989992916554530,3486066980829763236,3707712226471878544
-4984989992916554530,3486066980829763236,7601766732070765086
-4984989992916554530,3633689658625997929,-7898078420786966489
-4984989992916554530,3633689658625997929,-99084350151905296
-4984989992916554530,3827810133760932885,-5740035840991409963
-4984989992916554530,3905708314174273721,-3735095441914308110
-4984989992916554530,3943100023031105478,3204399116124813528
-4984989992916554530,4154007655171124972,-8253734086214108991
-4984989992916554530,4154007655171124972,-4455030391460066462
-4984989992916554530,4154007655171124972,5064920724870554237
-4984989992916554530,4298802810826710257,289415287800880268
-4984989992916554530,4298802810826710257,6730882374114195118
-4984989992916554530,4719800652028200406,-7506218304073996646
-4984989992916554530,4719800652028200406,-2315478310596450059
-4984989992916554530,4719800652028200406,-407121809174267298
-4984989992916554530,4868974815329489521,-9064014444933289516
-4984989992916554530,4868974815329489521,6076383520417513593
-4984989992916554530,4894246285503085178,-943145576666018975
-4984989992916554530,4894246285503085178,3896519582186601518
-4984989992916554530,4894246285503085178,6105653316881257660
-4984989992916554530,6951377742300317818,-1855051338330410537
-4984989992916554530,6951377742300317818,3316573814831076931
-4984989992916554530,6951377742300317818,6508754135769200520
-4984989992916554530,7198206769171905375,9095530902802068364
-4984989992916554530,7260097723608384846,4154007655171124972
-4984989992916554530,7695883909094530747,-7524101205816127242
-4984989992916554530,7695883909094530747,-3418038170877045822
-4984989992916554530,7695883909094530747,2999564453073871543
-4984989992916554530,8030448590711053953,4719800652028200406
-4984989992916554530,8193355629694250495,-3785972660251538371
-4984989992916554530,8808708802316985609,3486066980829763236
-4984989992916554530,8937643816846710687,7695883909094530747
-4984989992916554530,9095530902802068364,-7781850117789810457
-4984989992916554530,9095530902802068364,-6636153685683769496
-4984989992916554530,9095530902802068364,9030500381345580149
-4984989992916554530,9193657134188990073,-2990795792060193019
-4984989992916554530,9193657134188990073,885067997248666194
-4984989992916554530,9193657134188990073,2801574148545060843
